Nome,Data,url
NCRA,31/12/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=416008&cvm=true
NCRA,30/09/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=379180&cvm=true
NCRA,30/06/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=344512&cvm=true
NCRA,31/03/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=299349&cvm=true
NCRA,31/12/2021,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=266616&cvm=true
OIAG,30/06/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=718103&cvm=true
OIAG,31/03/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=663036&cvm=true
OIAG,31/12/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=601082&cvm=true
OIAG,30/09/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=553426&cvm=true
OIAG,30/06/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=506364&cvm=true
OIAG,31/03/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=464610&cvm=true
OIAG,31/12/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=414177&cvm=true
OIAG,30/09/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=375074&cvm=true
OIAG,30/06/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=335460&cvm=true
PLCA,30/06/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=718857&cvm=true
PLCA,31/03/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=661944&cvm=true
PLCA,31/12/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=597807&cvm=true
PLCA,30/09/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=552775&cvm=true
PLCA,30/06/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=503642&cvm=true
PLCA,31/03/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=464411&cvm=true
PLCA,31/12/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=418724&cvm=true
PLCA,30/09/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=378327&cvm=true
RURA,29/12/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=733385&cvm=true
RURA,28/03/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=729437&cvm=true
